job_title,company_name,salary_range_text,description_text,requirements_text,preferred_text,employment_type,posting_id
QAエンジニア,合同会社佐藤印刷,月給31万円（賞与なし）,仕事内容：QAエンジニアとしてご活躍いただきます。,必須要件：実務経験1年以上,尚可条件：上流工程（要件定義）経験、Python実務経験、AWSまたはGCP実務経験、SQL実務経験,正社員,87-3
ネットワークエンジニア,有限会社鈴木通信,月給40万円（賞与なし）,仕事内容：ネットワークエンジニアとしてご活躍いただきます。,応募資格：SQL・データ抽出経験3年以上,歓迎要件：Python実務経験,正社員,68-3
社内SE,株式会社山崎鉱業,月給65万〜78万円+賞与年2回（予定年収780万〜935万円）,職務内容：社内SEとしてご活躍いただきます。,必須要件：大規模データ基盤の実務経験5年以上相当（テックリード経験歓迎）,歓迎要件：Python実務経験、チームでの開発経験、AWSまたはGCP実務経験、上流工程（要件定義）経験,正社員,145-0
社内SE,合同会社吉田水産,年収747万〜855万円（年俸制）,仕事内容：社内SEとしてご活躍いただきます。,必須要件：実務経験5年以上+チームリード経験,求める経験・スキル：チームでの開発経験、AWSまたはGCP実務経験、上流工程（要件定義）経験、SQL実務経験,正社員,2-0
アプリケーションエンジニア,森通信株式会社,年収476万〜686万円（年俸制）,仕事内容：アプリケーションエンジニアとしてご活躍いただきます。,応募資格：実務経験3年以上,歓迎要件：チームでの開発経験、Python実務経験、上流工程（要件定義）経験、AWSまたはGCP実務経験,正社員,153-2
アプリケーションエンジニア,合同会社山田保険,月給28万円（賞与なし）,仕事内容：アプリケーションエンジニアとしてご活躍いただきます。,応募資格：何らかの開発言語での実務経験1年以上歓迎／実務経験3年以上,歓迎要件：SQL実務経験、Python実務経験,正社員,116-1
社内SE,木村農林株式会社,月給43万円（賞与なし）,職務内容：社内SEとしてご活躍いただきます。,必須要件：SQL・データ抽出経験3年以上,歓迎要件：SQL実務経験、Python実務経験,正社員,86-0
ITコンサルタント,有限会社木村電気,月給42万円（賞与なし）,職務内容：ITコンサルタントとしてご活躍いただきます。,必須要件：実務経験3年以上,求める経験・スキル：チームでの開発経験、上流工程（要件定義）経験,正社員,156-0
SRE,有限会社斉藤保険,月給27万円（賞与なし）,仕事内容：SREとしてご活躍いただきます。,必須要件：実務経験1年以上,尚可条件：Python実務経験,正社員,37-1
プリセールス,株式会社長谷川ガス,月給43万円（賞与なし）,仕事内容：プリセールスとしてご活躍いただきます。,必須要件：SQL・データ抽出経験3年以上,歓迎要件：Python実務経験、上流工程（要件定義）経験、チームでの開発経験,正社員,97-0
フロントエンドエンジニア,吉田情報有限会社,月給30万〜50万円+賞与年2回（予定年収357万〜598万円）,仕事内容：フロントエンドエンジニアとしてご活躍いただきます。,必須要件：何らかの開発言語での実務経験1年以上歓迎,尚可条件：Python実務経験,正社員,43-1
フロントエンドエンジニア,前田運輸有限会社,月給43万〜60万円+賞与年2回（予定年収518万〜717万円）,仕事内容：フロントエンドエンジニアとしてご活躍いただきます。,応募資格：SQL・データ抽出経験3年以上,尚可条件：SQL実務経験、Python実務経験、上流工程（要件定義）経験,正社員,131-3
Webエンジニア,鈴木水産株式会社,月給30万円（賞与なし）,職務内容：Webエンジニアとしてご活躍いただきます。,応募資格：実務経験1年以上,求める経験・スキル：Python実務経験、AWSまたはGCP実務経験,正社員,26-0
テクニカルサポート,合同会社藤原食品,月給62万〜79万円+賞与年2回（予定年収739万〜943万円）,職務内容：テクニカルサポートとしてご活躍いただきます。,必須要件：大規模データ基盤の実務経験5年以上相当（テックリード経験歓迎）,尚可条件：チームでの開発経験、AWSまたはGCP実務経験,正社員,103-3
ITコンサルタント,有限会社阿部通信,月給27万〜47万円+賞与年2回（予定年収324万〜561万円）,職務内容：ITコンサルタントとしてご活躍いただきます。,必須要件：何らかの開発言語での実務経験1年以上歓迎,求める経験・スキル：Python実務経験、AWSまたはGCP実務経験、チームでの開発経験、SQL実務経験,正社員,70-1
QAエンジニア,清水食品有限会社,月給40万円（賞与なし）,職務内容：QAエンジニアとしてご活躍いただきます。,必須要件：実務経験3年以上,尚可条件：Python実務経験、チームでの開発経験、上流工程（要件定義）経験、AWSまたはGCP実務経験,正社員,132-2
情報システム,青木建設有限会社,年収756万〜933万円（年俸制）,職務内容：情報システムとしてご活躍いただきます。,必須要件：実務経験5年以上+チームリード経験／SQL・データ抽出経験3年以上,求める経験・スキル：上流工程（要件定義）経験、チームでの開発経験、AWSまたはGCP実務経験,正社員,106-4
情報システム,有限会社岡本建設,年収475万〜634万円（年俸制）,仕事内容：情報システムとしてご活躍いただきます。,必須要件：実務経験3年以上,尚可条件：チームでの開発経験、Python実務経験、SQL実務経験、AWSまたはGCP実務経験,正社員,13-2
SRE,福田建設合同会社,月給40万〜56万円+賞与年2回（予定年収478万〜667万円）,職務内容：SREとしてご活躍いただきます。,応募資格：SQL・データ抽出経験3年以上,歓迎要件：AWSまたはGCP実務経験、上流工程（要件定義）経験、SQL実務経験,正社員,71-1
バックエンドエンジニア,株式会社橋本印刷,月給62万〜78万円+賞与年2回（予定年収747万〜934万円）,職務内容：バックエンドエンジニアとしてご活躍いただきます。,必須要件：実務経験5年以上+チームリード経験,尚可条件：AWSまたはGCP実務経験、Python実務経験、上流工程（要件定義）経験,正社員,6-3
ヘルプデスク,中村ガス有限会社,年収375万〜593万円（年俸制）,職務内容：ヘルプデスクとしてご活躍いただきます。,必須要件：何らかの開発言語での実務経験1年以上歓迎,歓迎要件：上流工程（要件定義）経験、Python実務経験,正社員,137-1
QAエンジニア,山田ガス合同会社,年収361万〜462万円（年俸制）,職務内容：QAエンジニアとしてご活躍いただきます。,応募資格：何らかの開発言語での実務経験1年以上歓迎,求める経験・スキル：Python実務経験、上流工程（要件定義）経験,正社員,115-2
品質管理,有限会社吉田運輸,年収498万〜711万円（年俸制）,職務内容：品質管理としてご活躍いただきます。,必須要件：SQL・データ抽出経験3年以上,尚可条件：SQL実務経験、AWSまたはGCP実務経験,正社員,108-3
テクニカルサポート,加藤農林株式会社,月給30万〜49万円+賞与年2回（予定年収361万〜588万円）,職務内容：テクニカルサポートとしてご活躍いただきます。,応募資格：実務経験1年以上／実務経験3年以上,尚可条件：チームでの開発経験、Python実務経験,正社員,21-0
業務系SE,村上通信有限会社,年収523万〜715万円（年俸制）,職務内容：業務系SEとしてご活躍いただきます。,応募資格：実務経験3年以上,歓迎要件：AWSまたはGCP実務経験、Python実務経験,正社員,11-1
SRE,株式会社阿部情報,年収764万〜915万円（年俸制）,職務内容：SREとしてご活躍いただきます。,必須要件：大規模データ基盤の実務経験5年以上相当（テックリード経験歓迎）／SQL・データ抽出経験3年以上,歓迎要件：チームでの開発経験、AWSまたはGCP実務経験、SQL実務経験、Python実務経験,正社員,40-2
品質管理,田中食品有限会社,月給40万〜51万円+賞与年2回（予定年収480万〜609万円）,仕事内容：品質管理としてご活躍いただきます。,応募資格：実務経験3年以上,尚可条件：チームでの開発経験,正社員,146-3
品質管理,合同会社林通信,年収320万〜537万円（年俸制）,職務内容：品質管理としてご活躍いただきます。,必須要件：何らかの開発言語での実務経験1年以上歓迎／実務経験3年以上,尚可条件：Python実務経験,正社員,69-2
ネットワークエンジニア,株式会社阿部電気,月給30万〜48万円+賞与年2回（予定年収365万〜576万円）,仕事内容：ネットワークエンジニアとしてご活躍いただきます。,必須要件：何らかの開発言語での実務経験1年以上歓迎,尚可条件：AWSまたはGCP実務経験、上流工程（要件定義）経験,正社員,99-2
セキュリティエンジニア,山本保険株式会社,年収527万〜774万円（年俸制）,職務内容：セキュリティエンジニアとしてご活躍いただきます。,応募資格：SQL・データ抽出経験3年以上,尚可条件：AWSまたはGCP実務経験、チームでの開発経験、Python実務経験、SQL実務経験,正社員,98-0
QAエンジニア,有限会社加藤運輸,年収775万〜996万円（年俸制）,職務内容：QAエンジニアとしてご活躍いただきます。,応募資格：実務経験5年以上+チームリード経験,歓迎要件：チームでの開発経験、上流工程（要件定義）経験,正社員,121-3
品質管理,有限会社佐々木建設,年収514万〜756万円（年俸制）,仕事内容：品質管理としてご活躍いただきます。,必須要件：実務経験3年以上／実務経験5年以上+チームリード経験,求める経験・スキル：Python実務経験、SQL実務経験,正社員,59-4
ソリューションアーキテクト,株式会社太田建設,年収504万〜713万円（年俸制）,仕事内容：ソリューションアーキテクトとしてご活躍いただきます。,応募資格：SQL・データ抽出経験3年以上／大規模データ基盤の実務経験5年以上相当（テックリード経験歓迎）,求める経験・スキル：上流工程（要件定義）経験、AWSまたはGCP実務経験,正社員,151-3
セキュリティエンジニア,合同会社鈴木情報,年収735万〜866万円（年俸制）,職務内容：セキュリティエンジニアとしてご活躍いただきます。,応募資格：大規模データ基盤の実務経験5年以上相当（テックリード経験歓迎）,求める経験・スキル：SQL実務経験、上流工程（要件定義）経験,正社員,117-1
情報システム,有限会社岡本建設,年収475万〜634万円（年俸制）,仕事内容：情報システムとしてご活躍いただきます。,応募資格：実務経験3年以上,尚可条件：SQL実務経験、Python実務経験、上流工程（要件定義）経験、チームでの開発経験,正社員,13-0
アプリケーションエンジニア,株式会社渡辺農林,月給39万〜48万円+賞与年2回（予定年収472万〜572万円）,仕事内容：アプリケーションエンジニアとしてご活躍いただきます。,応募資格：SQL・データ抽出経験3年以上,求める経験・スキル：Python実務経験、上流工程（要件定義）経験、AWSまたはGCP実務経験、チームでの開発経験,正社員,79-0
セキュリティエンジニア,村上情報有限会社,月給31万円（賞与なし）,職務内容：セキュリティエンジニアとしてご活躍いただきます。,必須要件：何らかの開発言語での実務経験1年以上歓迎／実務経験3年以上,求める経験・スキル：上流工程（要件定義）経験、チームでの開発経験、AWSまたはGCP実務経験、Python実務経験,正社員,129-1
Webエンジニア,松本情報株式会社,年収776万〜1013万円（年俸制）,職務内容：Webエンジニアとしてご活躍いただきます。,応募資格：実務経験5年以上+チームリード経験／SQL・データ抽出経験3年以上,求める経験・スキル：SQL実務経験、上流工程（要件定義）経験、AWSまたはGCP実務経験,正社員,29-0
機械学習エンジニア,渡辺電気有限会社,月給65万円（賞与なし）,仕事内容：機械学習エンジニアとしてご活躍いただきます。,応募資格：大規模データ基盤の実務経験5年以上相当（テックリード経験歓迎）／SQL・データ抽出経験3年以上,尚可条件：AWSまたはGCP実務経験、Python実務経験,正社員,148-2
QAエンジニア,伊藤鉱業合同会社,月給27万円（賞与なし）,職務内容：QAエンジニアとしてご活躍いただきます。,必須要件：何らかの開発言語での実務経験1年以上歓迎,求める経験・スキル：上流工程（要件定義）経験、Python実務経験、チームでの開発経験、AWSまたはGCP実務経験,正社員,49-3
ネットワークエンジニア,株式会社阿部電気,月給30万〜48万円+賞与年2回（予定年収365万〜576万円）,職務内容：ネットワークエンジニアとしてご活躍いただきます。,応募資格：何らかの開発言語での実務経験1年以上歓迎,尚可条件：Python実務経験、上流工程（要件定義）経験、AWSまたはGCP実務経験、チームでの開発経験,正社員,99-1
情報システム,青木建設有限会社,年収756万〜933万円（年俸制）,職務内容：情報システムとしてご活躍いただきます。,必須要件：大規模データ基盤の実務経験5年以上相当（テックリード経験歓迎）,求める経験・スキル：SQL実務経験,正社員,106-1
品質管理,合同会社林通信,年収320万〜537万円（年俸制）,職務内容：品質管理としてご活躍いただきます。,必須要件：何らかの開発言語での実務経験1年以上歓迎,歓迎要件：チームでの開発経験、上流工程（要件定義）経験、SQL実務経験,正社員,69-0
フロントエンドエンジニア,有限会社伊藤農林,年収758万〜888万円（年俸制）,職務内容：フロントエンドエンジニアとしてご活躍いただきます。,必須要件：実務経験5年以上+チームリード経験,尚可条件：SQL実務経験、AWSまたはGCP実務経験、Python実務経験、上流工程（要件定義）経験,正社員,150-1
テクニカルサポート,井上情報株式会社,月給29万円（賞与なし）,職務内容：テクニカルサポートとしてご活躍いただきます。,応募資格：実務経験1年以上,歓迎要件：Python実務経験、AWSまたはGCP実務経験、SQL実務経験,正社員,neg-10-0
バックエンドエンジニア,加藤食品合同会社,月給62万〜75万円+賞与年2回（予定年収739万〜896万円）,職務内容：バックエンドエンジニアとしてご活躍いただきます。,必須要件：大規模データ基盤の実務経験5年以上相当（テックリード経験歓迎）,歓迎要件：SQL実務経験、AWSまたはGCP実務経験、Python実務経験,正社員,111-2
Webエンジニア,松本情報株式会社,月給65万〜84万円+賞与年2回（予定年収776万〜1013万円）,仕事内容：Webエンジニアとしてご活躍いただきます。,必須要件：実務経験5年以上+チームリード経験,歓迎要件：チームでの開発経験,正社員,29-4
データ基盤エンジニア,合同会社佐々木銀行,月給60万円（賞与なし）,仕事内容：データ基盤エンジニアとしてご活躍いただきます。,必須要件：大規模データ基盤の実務経験5年以上相当（テックリード経験歓迎）／実務経験3年以上,歓迎要件：チームでの開発経験、Python実務経験,正社員,neg-12-0
社内SE,山口運輸有限会社,年収502万〜687万円（年俸制）,仕事内容：社内SEとしてご活躍いただきます。,必須要件：SQL・データ抽出経験3年以上,尚可条件：AWSまたはGCP実務経験、チームでの開発経験、SQL実務経験、Python実務経験,正社員,110-2
ITコンサルタント,株式会社山下ガス,月給27万〜47万円+賞与年2回（予定年収324万〜561万円）,仕事内容：ITコンサルタントとしてご活躍いただきます。,応募資格：何らかの開発言語での実務経験1年以上歓迎／SQL・データ抽出経験3年以上,求める経験・スキル：チームでの開発経験、上流工程（要件定義）経験,正社員,neg-11-0
QAエンジニア,合同会社阿部運輸,月給40万〜54万円+賞与年2回（予定年収481万〜652万円）,職務内容：QAエンジニアとしてご活躍いただきます。,必須要件：実務経験3年以上,歓迎要件：上流工程（要件定義）経験、SQL実務経験,正社員,53-1
ITコンサルタント,有限会社木村電気,月給42万〜59万円+賞与年2回（予定年収499万〜710万円）,仕事内容：ITコンサルタントとしてご活躍いただきます。,応募資格：SQL・データ抽出経験3年以上／大規模データ基盤の実務経験5年以上相当（テックリード経験歓迎）,尚可条件：Python実務経験、チームでの開発経験、AWSまたはGCP実務経験,正社員,156-1
クラウドエンジニア,合同会社小林水産,月給41万円（賞与なし）,職務内容：クラウドエンジニアとしてご活躍いただきます。,必須要件：実務経験3年以上,求める経験・スキル：AWSまたはGCP実務経験、チームでの開発経験、Python実務経験,正社員,139-0
品質管理,有限会社後藤電気,月給44万円（賞与なし）,仕事内容：品質管理としてご活躍いただきます。,必須要件：実務経験3年以上,歓迎要件：上流工程（要件定義）経験,正社員,91-3
データサイエンティスト,合同会社山口水産,月給44万円（賞与なし）,仕事内容：データサイエンティストとしてご活躍いただきます。,応募資格：SQL・データ抽出経験3年以上,尚可条件：上流工程（要件定義）経験、SQL実務経験,正社員,125-2
ネットワークエンジニア,田中印刷有限会社,年収357万〜463万円（年俸制）,職務内容：ネットワークエンジニアとしてご活躍いただきます。,必須要件：実務経験1年以上,歓迎要件：上流工程（要件定義）経験、Python実務経験、チームでの開発経験,正社員,147-0
情報システム,青木建設有限会社,年収756万〜933万円（年俸制）,職務内容：情報システムとしてご活躍いただきます。,必須要件：実務経験5年以上+チームリード経験,求める経験・スキル：上流工程（要件定義）経験、チームでの開発経験、SQL実務経験,正社員,106-0
社内SE,合同会社井上通信,月給27万円（賞与なし）,仕事内容：社内SEとしてご活躍いただきます。,必須要件：何らかの開発言語での実務経験1年以上歓迎,尚可条件：上流工程（要件定義）経験、SQL実務経験,正社員,45-0
クラウドエンジニア,有限会社高橋食品,月給28万〜43万円+賞与年2回（予定年収331万〜516万円）,職務内容：クラウドエンジニアとしてご活躍いただきます。,応募資格：実務経験1年以上／実務経験3年以上,歓迎要件：チームでの開発経験、上流工程（要件定義）経験、Python実務経験、SQL実務経験,正社員,88-2
データ基盤エンジニア,阿部農林合同会社,月給31万円（賞与なし）,仕事内容：データ基盤エンジニアとしてご活躍いただきます。,必須要件：実務経験1年以上,求める経験・スキル：AWSまたはGCP実務経験、Python実務経験、上流工程（要件定義）経験、チームでの開発経験,正社員,neg-0-0
データエンジニア,合同会社吉田銀行,月給40万円（賞与なし）,職務内容：データエンジニアとしてご活躍いただきます。,応募資格：SQL・データ抽出経験3年以上／実務経験5年以上+チームリード経験,尚可条件：Python実務経験、チームでの開発経験,正社員,85-0
QAエンジニア,青木保険株式会社,月給40万円（賞与なし）,職務内容：QAエンジニアとしてご活躍いただきます。,応募資格：実務経験3年以上,求める経験・スキル：AWSまたはGCP実務経験,正社員,89-0
機械学習エンジニア,後藤電気合同会社,年収513万〜750万円（年俸制）,職務内容：機械学習エンジニアとしてご活躍いただきます。,必須要件：実務経験3年以上,歓迎要件：チームでの開発経験、上流工程（要件定義）経験、Python実務経験,正社員,94-0
テクニカルサポート,太田建設株式会社,月給44万円（賞与なし）,仕事内容：テクニカルサポートとしてご活躍いただきます。,応募資格：SQL・データ抽出経験3年以上,歓迎要件：SQL実務経験、上流工程（要件定義）経験、チームでの開発経験、AWSまたはGCP実務経験,正社員,157-1
機械学習エンジニア,渡辺電気有限会社,月給65万〜81万円+賞与年2回（予定年収778万〜974万円）,仕事内容：機械学習エンジニアとしてご活躍いただきます。,応募資格：実務経験5年以上+チームリード経験,尚可条件：Python実務経験、AWSまたはGCP実務経験、チームでの開発経験、上流工程（要件定義）経験,正社員,148-1
セキュリティエンジニア,合同会社吉田情報,月給41万円（賞与なし）,仕事内容：セキュリティエンジニアとしてご活躍いただきます。,応募資格：実務経験3年以上,求める経験・スキル：SQL実務経験、上流工程（要件定義）経験,正社員,107-2
データ基盤エンジニア,有限会社渡辺建設,月給61万円（賞与なし）,職務内容：データ基盤エンジニアとしてご活躍いただきます。,応募資格：実務経験5年以上+チームリード経験,求める経験・スキル：チームでの開発経験、SQL実務経験、上流工程（要件定義）経験、AWSまたはGCP実務経験,正社員,80-1
ヘルプデスク,合同会社高橋運輸,年収724万〜922万円（年俸制）,仕事内容：ヘルプデスクとしてご活躍いただきます。,必須要件：実務経験5年以上+チームリード経験,尚可条件：チームでの開発経験、Python実務経験,正社員,27-0
テストエンジニア,田中ガス有限会社,月給28万〜39万円+賞与年2回（予定年収336万〜471万円）,仕事内容：テストエンジニアとしてご活躍いただきます。,必須要件：実務経験1年以上／SQL・データ抽出経験3年以上,求める経験・スキル：SQL実務経験、上流工程（要件定義）経験、AWSまたはGCP実務経験、チームでの開発経験,正社員,22-0
サーバーエンジニア,株式会社石川運輸,年収367万〜493万円（年俸制）,仕事内容：サーバーエンジニアとしてご活躍いただきます。,必須要件：何らかの開発言語での実務経験1年以上歓迎／実務経験3年以上,歓迎要件：AWSまたはGCP実務経験、SQL実務経験,正社員,1-1
ネットワークエンジニア,田中印刷有限会社,月給30万円（賞与なし）,職務内容：ネットワークエンジニアとしてご活躍いただきます。,必須要件：何らかの開発言語での実務経験1年以上歓迎,歓迎要件：チームでの開発経験、AWSまたはGCP実務経験,正社員,147-4
データ基盤エンジニア,有限会社渡辺建設,月給61万〜73万円+賞与年2回（予定年収736万〜877万円）,仕事内容：データ基盤エンジニアとしてご活躍いただきます。,応募資格：大規模データ基盤の実務経験5年以上相当（テックリード経験歓迎）,求める経験・スキル：上流工程（要件定義）経験、Python実務経験、AWSまたはGCP実務経験,正社員,80-0
業務系SE,渡辺農林有限会社,月給64万〜76万円+賞与年2回（予定年収763万〜913万円）,職務内容：業務系SEとしてご活躍いただきます。,応募資格：実務経験5年以上+チームリード経験／SQL・データ抽出経験3年以上,尚可条件：AWSまたはGCP実務経験、SQL実務経験、Python実務経験,正社員,100-3
ITアーキテクト,吉田ガス株式会社,月給65万円（賞与なし）,職務内容：ITアーキテクトとしてご活躍いただきます。,応募資格：大規模データ基盤の実務経験5年以上相当（テックリード経験歓迎）,歓迎要件：SQL実務経験、上流工程（要件定義）経験、Python実務経験、チームでの開発経験,正社員,32-2
データ基盤エンジニア,佐藤印刷合同会社,月給60万円（賞与なし）,職務内容：データ基盤エンジニアとしてご活躍いただきます。,応募資格：大規模データ基盤の実務経験5年以上相当（テックリード経験歓迎）,歓迎要件：SQL実務経験、AWSまたはGCP実務経験、Python実務経験,正社員,142-0
業務系SE,村上通信有限会社,月給44万円（賞与なし）,職務内容：業務系SEとしてご活躍いただきます。,必須要件：実務経験3年以上,歓迎要件：Python実務経験、チームでの開発経験,正社員,11-2
バックエンドエンジニア,佐藤電気有限会社,年収334万〜532万円（年俸制）,職務内容：バックエンドエンジニアとしてご活躍いただきます。,応募資格：何らかの開発言語での実務経験1年以上歓迎,歓迎要件：チームでの開発経験、SQL実務経験、AWSまたはGCP実務経験,正社員,neg-1-0
バックエンドエンジニア,伊藤電気株式会社,月給41万円（賞与なし）,職務内容：バックエンドエンジニアとしてご活躍いただきます。,応募資格：実務経験3年以上／実務経験5年以上+チームリード経験,求める経験・スキル：Python実務経験、SQL実務経験、チームでの開発経験、上流工程（要件定義）経験,正社員,72-3
AIエンジニア,伊藤ガス有限会社,月給42万円（賞与なし）,職務内容：AIエンジニアとしてご活躍いただきます。,応募資格：SQL・データ抽出経験3年以上,求める経験・スキル：上流工程（要件定義）経験、SQL実務経験、Python実務経験,正社員,50-3
テクニカルサポート,有限会社松本通信,年収512万〜707万円（年俸制）,仕事内容：テクニカルサポートとしてご活躍いただきます。,必須要件：実務経験3年以上,歓迎要件：SQL実務経験、上流工程（要件定義）経験、Python実務経験、AWSまたはGCP実務経験,正社員,41-1
テストエンジニア,三浦ガス合同会社,月給42万円（賞与なし）,仕事内容：テストエンジニアとしてご活躍いただきます。,応募資格：実務経験3年以上,歓迎要件：SQL実務経験、上流工程（要件定義）経験,正社員,128-0
セキュリティエンジニア,田中建設合同会社,月給40万円（賞与なし）,職務内容：セキュリティエンジニアとしてご活躍いただきます。,必須要件：SQL・データ抽出経験3年以上／実務経験5年以上+チームリード経験,歓迎要件：SQL実務経験,正社員,90-0
社内SE,山田水産株式会社,月給62万〜71万円+賞与年2回（予定年収747万〜855万円）,仕事内容：社内SEとしてご活躍いただきます。,必須要件：大規模データ基盤の実務経験5年以上相当（テックリード経験歓迎）,求める経験・スキル：チームでの開発経験、Python実務経験,正社員,neg-13-0
品質管理,山田保険株式会社,年収771万〜1006万円（年俸制）,職務内容：品質管理としてご活躍いただきます。,必須要件：実務経験5年以上+チームリード経験／実務経験3年以上,歓迎要件：チームでの開発経験、AWSまたはGCP実務経験、SQL実務経験,正社員,73-1
AIエンジニア,株式会社林印刷,年収738万〜979万円（年俸制）,仕事内容：AIエンジニアとしてご活躍いただきます。,応募資格：実務経験5年以上+チームリード経験,歓迎要件：AWSまたはGCP実務経験、Python実務経験、上流工程（要件定義）経験、チームでの開発経験,正社員,104-1
フロントエンドエンジニア,合同会社中村水産,月給40万〜50万円+賞与年2回（予定年収485万〜599万円）,職務内容：フロントエンドエンジニアとしてご活躍いただきます。,応募資格：SQL・データ抽出経験3年以上,尚可条件：AWSまたはGCP実務経験、SQL実務経験、Python実務経験,正社員,36-1
テクニカルサポート,松田保険株式会社,月給63万円（賞与なし）,職務内容：テクニカルサポートとしてご活躍いただきます。,応募資格：実務経験5年以上+チームリード経験,尚可条件：AWSまたはGCP実務経験、Python実務経験、上流工程（要件定義）経験、SQL実務経験,正社員,33-1
